,PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE,AVG_SCORE,POPULATION,GDP,GDP_PER_CAPITA
308,2011_MONTANA,MONTANA,2011,141529.0,1631810.0,264517.0,713642.0,653651.0,1655584.0,902615.0,540180.0,72488.0,103728.0,244.0,293.0,225.0,273.0,258.75,997316,41511.3,0.04162301617541481
309,2011_NEBRASKA,NEBRASKA,2011,297659.0,3879388.0,571969.0,1153077.0,2154342.0,3676326.0,2101943.0,951912.0,171112.0,349683.0,240.0,283.0,223.0,268.0,253.5,1840672,102685.1,0.05578674527563847
310,2011_NEVADA,NEVADA,2011,429610.0,4146577.0,447002.0,2359671.0,1339904.0,4258855.0,2161550.0,1377125.0,149940.0,323746.0,237.0,278.0,213.0,258.0,246.5,2712730,129748.1,0.04782934534583243
311,2011_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2011,189275.0,2947007.0,184768.0,1061011.0,1701228.0,3001244.0,1654129.0,855476.0,77384.0,206241.0,252.0,292.0,230.0,272.0,261.5,1320202,66859.3,0.05064323489890184
312,2011_NEW_JERSEY,NEW_JERSEY,2011,1399409.0,26242376.0,1283994.0,9331426.0,15626956.0,25716298.0,14113108.0,8634990.0,909456.0,917304.0,248.0,294.0,231.0,275.0,262.0,8828117,510773.3,0.0578575589788853
313,2011_NEW_MEXICO,NEW_MEXICO,2011,331373.0,3591330.0,636436.0,2355210.0,599684.0,3694437.0,1744548.0,1124390.0,140296.0,616478.0,233.0,274.0,208.0,256.0,242.75,2080450,87225.0,0.04192602561945733
314,2011_NEW_YORK,NEW_YORK,2011,2677412.0,57753776.0,5118477.0,23188002.0,29447297.0,59446908.0,37834196.0,14460678.0,1416793.0,4653802.0,238.0,280.0,222.0,266.0,251.5,19499241,1270516.7,0.06515723868431597
315,2011_NORTH_CAROLINA,NORTH_CAROLINA,2011,1448117.0,14409515.0,2046954.0,7488570.0,4873991.0,13767024.0,7566249.0,3843709.0,696313.0,980517.0,245.0,286.0,221.0,263.0,253.75,9657592,438423.4,0.04539676142872882
316,2011_NORTH_DAKOTA,NORTH_DAKOTA,2011,96255.0,1309044.0,186844.0,630430.0,491770.0,1312226.0,660944.0,360118.0,86352.0,124967.0,245.0,292.0,226.0,269.0,258.0,685225,42208.5,0.061598015250465175
317,2011_OHIO,OHIO,2011,1655534.0,23488657.0,2533882.0,9834235.0,11120540.0,23010396.0,11074360.0,7570565.0,935953.0,2494681.0,244.0,289.0,224.0,268.0,256.25,11544663,536583.2,0.04647889678546701
318,2011_OKLAHOMA,OKLAHOMA,2011,658163.0,5835133.0,968529.0,2741058.0,2125546.0,5644988.0,2866601.0,1814927.0,367172.0,510428.0,237.0,279.0,215.0,260.0,247.75,3788379,165209.7,0.04360960189041276
319,2011_OREGON,OREGON,2011,559631.0,6112484.0,848637.0,2792762.0,2471085.0,6317635.0,3261190.0,2071303.0,224903.0,461979.0,237.0,283.0,216.0,264.0,250.0,3872036,173881.1,0.04490689136154726
320,2011_PENNSYLVANIA,PENNSYLVANIA,2011,1670854.0,28492510.0,3371827.0,9261234.0,15859449.0,28810721.0,13761915.0,7947108.0,1207139.0,2189151.0,246.0,286.0,227.0,268.0,256.75,12745815,630906.6,0.04949911794577279
321,2011_RHODE_ISLAND,RHODE_ISLAND,2011,139157.0,2212352.0,234111.0,768713.0,1209528.0,2198940.0,1260021.0,736651.0,93820.0,43726.0,242.0,283.0,222.0,265.0,253.0,1053649,51262.8,0.04865263479583808
322,2011_SOUTH_CAROLINA,SOUTH_CAROLINA,2011,713511.0,7772777.0,1041572.0,3338715.0,3392490.0,7961448.0,3689782.0,2428477.0,388361.0,1016126.0,237.0,281.0,215.0,260.0,248.25,4671994,174119.1,0.03726869084164064
323,2011_SOUTH_DAKOTA,SOUTH_DAKOTA,2011,125613.0,1297661.0,262395.0,374648.0,660618.0,1350617.0,661519.0,390655.0,59757.0,199636.0,241.0,291.0,220.0,269.0,255.25,823579,42947.2,0.052147031432321606
324,2011_TENNESSEE,TENNESSEE,2011,986382.0,8679893.0,1272825.0,3955476.0,3451592.0,8961443.0,4947165.0,2635217.0,479721.0,661195.0,233.0,274.0,215.0,259.0,245.25,6399291,274626.7,0.04291517607184921
325,2011_TEXAS,TEXAS,2011,4800196.0,51023159.0,7818075.0,19623258.0,23581826.0,52691826.0,25155007.0,14325757.0,2474232.0,6556210.0,241.0,290.0,218.0,261.0,252.5,25645629,1343700.8,0.05239492468677606
326,2011_UTAH,UTAH,2011,545395.0,4141253.0,500782.0,2058112.0,1582359.0,4195916.0,2157337.0,1018548.0,315664.0,592949.0,243.0,283.0,220.0,267.0,253.25,2814384,127216.9,0.04520239597723694
327,2011_VERMONT,VERMONT,2011,86982.0,1686499.0,106823.0,1329172.0,250504.0,1722515.0,888388.0,511825.0,53418.0,63655.0,247.0,294.0,227.0,274.0,260.5,627049,28732.9,0.04582241579206729
328,2011_VIRGINIA,VIRGINIA,2011,1250852.0,14655345.0,1427301.0,5351177.0,7876867.0,14675815.0,7861076.0,4602566.0,579290.0,1075067.0,245.0,289.0,226.0,267.0,256.75,8101155,442260.6,0.05459228961796188
329,2011_WASHINGTON,WASHINGTON,2011,1042979.0,11905941.0,1367629.0,6758505.0,3779807.0,11928408.0,6007184.0,3427282.0,514227.0,1467334.0,243.0,288.0,221.0,268.0,255.0,6826627,388099.0,0.05685076978718773
330,2011_WEST_VIRGINIA,WEST_VIRGINIA,2011,282130.0,3475642.0,510256.0,1927726.0,1037660.0,3670119.0,2010407.0,1160212.0,211866.0,269242.0,235.0,273.0,214.0,256.0,244.5,1856301,69577.2,0.03748163686815877
331,2011_WISCONSIN,WISCONSIN,2011,864251.0,11664303.0,1002909.0,5226954.0,5434440.0,11440718.0,6138402.0,3668777.0,479352.0,541918.0,245.0,289.0,221.0,267.0,255.5,5705288,270666.3,0.04744130357661173
332,2011_WYOMING,WYOMING,2011,88165.0,1650621.0,154955.0,878979.0,616687.0,1656850.0,825783.0,528352.0,52046.0,234408.0,244.0,288.0,224.0,270.0,256.5,567299,39440.3,0.069522949978759
333,2013_ALABAMA,ALABAMA,2013,744548.0,7197439.0,811739.0,3898347.0,2487353.0,7487741.0,3747993.0,2317243.0,576737.0,643522.0,233.0,269.0,219.0,257.0,244.5,4830081,188814.2,0.03909131130513133
334,2013_ALASKA,ALASKA,2013,131091.0,2545117.0,320938.0,1707449.0,516730.0,2665933.0,1324649.0,982442.0,87165.0,248505.0,236.0,282.0,209.0,261.0,247.0,737068,54748.1,0.07427822127673431
335,2013_ARIZONA,ARIZONA,2013,941726.0,8164324.0,1178356.0,2934165.0,4051803.0,7600581.0,3824071.0,2643742.0,368750.0,558466.0,240.0,280.0,213.0,260.0,248.25,6632764,269967.4,0.0407020964412423
336,2013_ARKANSAS,ARKANSAS,2013,477716.0,5067546.0,572096.0,3847045.0,648405.0,5226339.0,2545564.0,1694335.0,281692.0,533975.0,240.0,278.0,219.0,262.0,249.75,2959400,110301.4,0.037271541528688244
337,2013_CALIFORNIA,CALIFORNIA,2013,6208733.0,68868516.0,7836263.0,35141208.0,25891045.0,69727119.0,34194878.0,20595508.0,3461759.0,6160059.0,234.0,276.0,213.0,262.0,246.25,38260787,2219610.5,0.058012672347800893
338,2013_COLORADO,COLORADO,2013,851063.0,8826868.0,696266.0,3693829.0,4436773.0,8699125.0,4292898.0,2773716.0,365228.0,758041.0,247.0,290.0,227.0,271.0,258.75,5269035,282605.5,0.053635153306060786
339,2013_CONNECTICUT,CONNECTICUT,2013,517812.0,10319361.0,434543.0,3870444.0,6014374.0,9758850.0,5562212.0,2966636.0,359881.0,487318.0,243.0,285.0,230.0,274.0,258.0,3594841,238621.4,0.0663788467973966
340,2013_DELAWARE,DELAWARE,2013,118685.0,1930466.0,151096.0,1124112.0,655258.0,1924626.0,1030897.0,560882.0,97722.0,157935.0,243.0,282.0,226.0,266.0,254.25,923576,59496.1,0.06441927897650004
341,2013_FLORIDA,FLORIDA,2013,2680074.0,24681548.0,3027018.0,9455562.0,12198968.0,25245400.0,13833236.0,7622221.0,1689414.0,1411455.0,242.0,281.0,227.0,266.0,254.0,19545621,784238.4,0.04012348341349707
342,2013_GEORGIA,GEORGIA,2013,1682620.0,17459504.0,1805878.0,7580785.0,8072841.0,17317504.0,9555687.0,4956142.0,932291.0,1632844.0,240.0,279.0,222.0,265.0,251.5,9972479,449796.1,0.045103740002861874
343,2013_HAWAII,HAWAII,2013,184760.0,2331770.0,310778.0,1962923.0,58069.0,2345917.0,1283872.0,770643.0,144746.0,146656.0,243.0,281.0,215.0,260.0,249.75,1408243,74294.1,0.05275659101447691
344,2013_IDAHO,IDAHO,2013,272070.0,2015534.0,237912.0,1278155.0,499467.0,1967676.0,1113400.0,631575.0,107264.0,62882.0,241.0,286.0,219.0,270.0,254.0,1611206,59966.8,0.037218580367749374
345,2013_ILLINOIS,ILLINOIS,2013,2069823.0,30057886.0,2311235.0,10382540.0,17364111.0,29517831.0,15285224.0,9509657.0,986182.0,1942608.0,239.0,285.0,219.0,267.0,252.5,12895129,719922.2,0.055829003339167835
346,2013_INDIANA,INDIANA,2013,1002772.0,12236713.0,980013.0,7503451.0,3753249.0,11211155.0,5535933.0,3595471.0,527250.0,862576.0,249.0,288.0,225.0,267.0,257.25,6568713,303966.8,0.046274940007273876
347,2013_IOWA,IOWA,2013,499489.0,6281345.0,459132.0,3118413.0,2703800.0,6318241.0,3174989.0,1748683.0,254025.0,783793.0,246.0,285.0,224.0,269.0,256.0,3092997,157902.5,0.05105161757350557
348,2013_KANSAS,KANSAS,2013,488590.0,5667223.0,420820.0,3193838.0,2052565.0,5621023.0,2969201.0,1595974.0,243032.0,616590.0,246.0,290.0,223.0,267.0,256.5,2893212,140355.8,0.048512103502957954
349,2013_KENTUCKY,KENTUCKY,2013,685009.0,7216175.0,867735.0,3960822.0,2387618.0,7413896.0,3663594.0,2323851.0,457079.0,729064.0,241.0,281.0,224.0,270.0,254.0,4404659,179499.1,0.04075209908417428
350,2013_LOUISIANA,LOUISIANA,2013,671156.0,8121179.0,1229248.0,3370399.0,3521532.0,7940880.0,3963343.0,2657751.0,436167.0,644212.0,231.0,273.0,210.0,257.0,242.75,4624527,226345.4,0.048944551518457995
351,2013_MAINE,MAINE,2013,184682.0,2650346.0,196466.0,1029166.0,1424714.0,2535405.0,1351259.0,867538.0,116847.0,70345.0,246.0,289.0,225.0,269.0,257.25,1328009,52456.3,0.039499958208114555
352,2013_MARYLAND,MARYLAND,2013,859252.0,13814727.0,828432.0,6093652.0,6892643.0,13284637.0,7303090.0,4243954.0,357919.0,955586.0,245.0,287.0,232.0,274.0,259.5,5923188,334431.0,0.056461317790352086
353,2013_MASSACHUSETTS,MASSACHUSETTS,2013,920968.0,16114783.0,818054.0,6428534.0,8868195.0,16201905.0,9097982.0,4759997.0,467050.0,1283156.0,253.0,301.0,232.0,277.0,265.75,6713315,446190.4,0.06646349828661399
354,2013_MICHIGAN,MICHIGAN,2013,1381167.0,18270327.0,1636324.0,9882361.0,6751642.0,17468264.0,8885537.0,5675448.0,848456.0,962506.0,237.0,280.0,217.0,266.0,250.0,9913065,425327.3,0.04290573097220688
355,2013_MINNESOTA,MINNESOTA,2013,802454.0,10848720.0,646542.0,6792440.0,3409738.0,10942019.0,5826404.0,2652321.0,850969.0,1016760.0,253.0,295.0,227.0,271.0,261.5,5413479,303222.5,0.05601250138773975
356,2013_MISSISSIPPI,MISSISSIPPI,2013,492847.0,4444064.0,707522.0,2213501.0,1523041.0,4370050.0,2274357.0,1465175.0,284089.0,285801.0,231.0,271.0,209.0,253.0,241.0,2988711,99456.4,0.03327735602405184
357,2013_MISSOURI,MISSOURI,2013,897224.0,10103589.0,894168.0,4235564.0,4973857.0,10001763.0,5139610.0,3082015.0,566933.0,833040.0,240.0,283.0,222.0,267.0,253.0,6040715,271475.9,0.044941021054626815
358,2013_MONTANA,MONTANA,2013,142797.0,1671053.0,210593.0,788329.0,672131.0,1679521.0,907018.0,545326.0,74629.0,111496.0,244.0,289.0,223.0,272.0,257.0,1013569,42429.7,0.041861678879286955
359,2013_NEBRASKA,NEBRASKA,2013,303242.0,3870164.0,366241.0,1217306.0,2286617.0,3913038.0,2318463.0,1026626.0,168033.0,298231.0,243.0,285.0,223.0,269.0,255.0,1865279,103974.8,0.05574222408551214
360,2013_NEVADA,NEVADA,2013,431776.0,4131800.0,392009.0,2556472.0,1183319.0,4057443.0,2058538.0,1396907.0,166814.0,222161.0,236.0,278.0,214.0,262.0,247.5,2775970,128341.2,0.04623292038458629
361,2013_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2013,187703.0,2976317.0,163890.0,1020089.0,1792338.0,2878534.0,1642945.0,879507.0,76488.0,72588.0,253.0,296.0,232.0,274.0,263.75,1326622,68124.5,0.05135185455992739
362,2013_NEW_JERSEY,NEW_JERSEY,2013,1338657.0,28070096.0,1145079.0,10986132.0,15938885.0,28179900.0,15489942.0,9131634.0,1218744.0,933676.0,247.0,296.0,229.0,276.0,262.0,8856972,526889.9,0.05948871691137784
363,2013_NEW_MEXICO,NEW_MEXICO,2013,327209.0,3518621.0,519318.0,2401884.0,597419.0,3536546.0,1709797.0,1096508.0,145330.0,514077.0,233.0,273.0,206.0,256.0,242.0,2092273,86624.8,0.04140224530928804
364,2013_NEW_YORK,NEW_YORK,2013,2629805.0,59623918.0,3335657.0,23632698.0,32655563.0,60505950.0,38756656.0,14846782.0,1462376.0,3982327.0,240.0,282.0,224.0,266.0,253.0,19624447,1325490.0,0.067542794963853
365,2013_NORTH_CAROLINA,NORTH_CAROLINA,2013,1468228.0,12729402.0,1579889.0,7891977.0,3257536.0,13650536.0,7681386.0,3957680.0,744037.0,653058.0,245.0,286.0,222.0,265.0,254.5,9843336,445109.6,0.045219384972736885
366,2013_NORTH_DAKOTA,NORTH_DAKOTA,2013,101025.0,1405349.0,145905.0,685348.0,574096.0,1516575.0,718970.0,400607.0,94995.0,224615.0,246.0,291.0,224.0,268.0,257.25,722036,52385.5,0.07255247660781457
367,2013_OHIO,OHIO,2013,1613718.0,22536516.0,1721213.0,8990516.0,11824787.0,22015797.0,10800145.0,7376469.0,916885.0,1998557.0,246.0,290.0,224.0,269.0,257.25,11576684,550692.3,0.04756908800482073
368,2013_OKLAHOMA,OKLAHOMA,2013,671445.0,5878111.0,715944.0,2890048.0,2272119.0,5796945.0,2800189.0,1972011.0,404107.0,557341.0,239.0,276.0,217.0,262.0,248.5,3853214,176862.6,0.04590002008712727
369,2013_OREGON,OREGON,2013,564006.0,6077498.0,471682.0,3041825.0,2563991.0,6228197.0,3261733.0,2067538.0,228499.0,343353.0,240.0,284.0,219.0,268.0,252.75,3922468,175811.6,0.04482167859623074
370,2013_PENNSYLVANIA,PENNSYLVANIA,2013,1623694.0,28484645.0,2049113.0,9764558.0,16670974.0,28495118.0,15456205.0,7737010.0,1178563.0,1501024.0,244.0,290.0,226.0,272.0,258.0,12776309,650802.3,0.05093820914944997
371,2013_RHODE_ISLAND,RHODE_ISLAND,2013,136401.0,2282659.0,193393.0,841875.0,1247391.0,2231413.0,1265936.0,765178.0,96721.0,35089.0,241.0,284.0,223.0,267.0,253.75,1055081,51679.0,0.04898107349104002
372,2013_SOUTH_CAROLINA,SOUTH_CAROLINA,2013,722249.0,8254462.0,814137.0,3819285.0,3621040.0,8224795.0,3933177.0,2621911.0,426662.0,853410.0,237.0,280.0,214.0,261.0,248.0,4764080,178757.4,0.03752191398968951
373,2013_SOUTH_DAKOTA,SOUTH_DAKOTA,2013,130296.0,1316613.0,194731.0,408009.0,713873.0,1332496.0,663258.0,390637.0,64999.0,179586.0,241.0,287.0,218.0,268.0,253.5,842316,43737.7,0.05192552438752202
374,2013_TENNESSEE,TENNESSEE,2013,992461.0,9008032.0,1165801.0,4097627.0,3744604.0,9248235.0,5191269.0,2780452.0,534815.0,564756.0,240.0,278.0,220.0,265.0,250.75,6494340,287259.0,0.044232208353735716
375,2013_TEXAS,TEXAS,2013,4897523.0,49734537.0,5695947.0,18873046.0,25165544.0,50674724.0,24226519.0,14150552.0,2585417.0,5472152.0,242.0,288.0,217.0,264.0,252.75,26480266,1470464.6,0.05553058266106542
376,2013_UTAH,UTAH,2013,562315.0,4300793.0,409774.0,2235917.0,1655102.0,4584624.0,2361179.0,1097484.0,309365.0,698249.0,243.0,284.0,223.0,270.0,255.0,2897640,132169.1,0.04561267100122859
377,2013_VERMONT,VERMONT,2013,89200.0,1817307.0,114697.0,1431621.0,270989.0,1809138.0,935593.0,538854.0,57026.0,55825.0,248.0,295.0,228.0,274.0,261.25,626210,28367.9,0.045300937385222215
378,2013_VIRGINIA,VIRGINIA,2013,1264880.0,15322318.0,1108879.0,5874323.0,8339116.0,15634918.0,8445746.0,4874065.0,626080.0,1089417.0,246.0,288.0,229.0,268.0,257.75,8252427,446625.0,0.05412044238622166
379,2013_WASHINGTON,WASHINGTON,2013,1050901.0,12242231.0,1042200.0,7159428.0,4040603.0,12097549.0,5911337.0,3777476.0,537261.0,1443002.0,246.0,290.0,225.0,272.0,258.25,6963985,411468.9,0.05908526511760149
380,2013_WEST_VIRGINIA,WEST_VIRGINIA,2013,282310.0,3486366.0,383169.0,2027414.0,1075783.0,3488877.0,1828234.0,1130079.0,225073.0,284685.0,237.0,274.0,215.0,257.0,245.75,1853914,70121.2,0.037823329453254034
381,2013_WISCONSIN,WISCONSIN,2013,863737.0,11097447.0,827432.0,5587013.0,4683002.0,10845059.0,5637545.0,3551036.0,496850.0,521352.0,245.0,289.0,221.0,268.0,255.75,5736754,275648.7,0.04804959389926777
382,2013_WYOMING,WYOMING,2013,91533.0,1695967.0,113501.0,881114.0,701352.0,1675477.0,846872.0,546422.0,52001.0,213920.0,247.0,288.0,226.0,271.0,258.0,582122,38523.2,0.06617719309697967
383,2015_ALABAMA,ALABAMA,2015,734974.0,7360222.0,795238.0,4080167.0,2484817.0,7501799.0,3817479.0,2414860.0,594283.0,510091.0,231.0,267.0,217.0,259.0,243.5,4852347,189428.8,0.03903859307671112
384,2015_ALASKA,ALASKA,2015,130755.0,2920986.0,344111.0,2026555.0,550320.0,2968341.0,1484610.0,1068849.0,92766.0,281914.0,236.0,280.0,213.0,260.0,247.25,737498,54015.3,0.07324128336619218
385,2015_ARIZONA,ARIZONA,2015,944978.0,8230507.0,1093834.0,3232013.0,3904660.0,7902600.0,3846357.0,2880184.0,478876.0,497662.0,238.0,283.0,215.0,263.0,249.75,6829676,281935.6,0.04128096266938578
386,2015_ARKANSAS,ARKANSAS,2015,479682.0,5308625.0,581412.0,4075118.0,652095.0,5350543.0,2620399.0,1772639.0,290396.0,511556.0,235.0,275.0,218.0,259.0,246.75,2978048,112938.9,0.03792380109387088
387,2015_CALIFORNIA,CALIFORNIA,2015,6226523.0,78248042.0,7556365.0,42360470.0,28331207.0,78365958.0,38951948.0,23501848.0,3754315.0,6373893.0,232.0,275.0,213.0,259.0,244.75,38918045,2437366.9,0.06262819471019163
388,2015_COLORADO,COLORADO,2015,872320.0,9648297.0,715254.0,4354525.0,4578518.0,9557682.0,4578938.0,3170482.0,397263.0,923360.0,242.0,286.0,224.0,268.0,255.0,5450623,308898.9,0.05667221893717471
389,2015_CONNECTICUT,CONNECTICUT,2015,505366.0,11099837.0,444073.0,4353546.0,6302218.0,10542667.0,6006275.0,3233901.0,362941.0,530491.0,240.0,284.0,229.0,273.0,256.5,3587122,245304.5,0.0683847663948982
390,2015_DELAWARE,DELAWARE,2015,121845.0,2017075.0,137544.0,1142333.0,737198.0,1975093.0,1072395.0,583951.0,122741.0,103129.0,239.0,280.0,224.0,263.0,251.5,941252,66527.0,0.07067926548894451
391,2015_FLORIDA,FLORIDA,2015,2743641.0,26971491.0,3118041.0,10661586.0,13191864.0,27277049.0,14931173.0,8186082.0,1816178.0,1681665.0,243.0,275.0,227.0,263.0,252.0,20209042,842269.4,0.04167784895493809
392,2015_GEORGIA,GEORGIA,2015,1717805.0,18584666.0,1831221.0,8310872.0,8442573.0,18501103.0,10081483.0,5324072.0,996277.0,1879063.0,236.0,279.0,222.0,262.0,249.75,10178447,484378.4,0.047588635083525024
393,2015_HAWAII,HAWAII,2015,182384.0,2703683.0,259390.0,2381547.0,62746.0,2521004.0,1377713.0,835930.0,145560.0,161801.0,238.0,279.0,215.0,257.0,247.25,1422052,77176.6,0.05427129247031755
394,2015_IDAHO,IDAHO,2015,274131.0,2167967.0,232449.0,1381205.0,554313.0,2029520.0,1130814.0,663005.0,108684.0,75680.0,239.0,284.0,222.0,269.0,253.5,1651059,63235.7,0.03830008497576404
395,2015_ILLINOIS,ILLINOIS,2015,2047123.0,32096832.0,2262192.0,11858968.0,17975672.0,32410033.0,17313173.0,10279691.0,992075.0,2056951.0,237.0,282.0,222.0,267.0,252.0,12858913,747666.8,0.058143857105184556
396,2015_INDIANA,INDIANA,2015,1004215.0,12456571.0,929878.0,7676341.0,3850352.0,11378564.0,5537406.0,3712136.0,547516.0,948358.0,248.0,287.0,227.0,268.0,257.5,6608422,311850.4,0.04718984350575675
397,2015_IOWA,IOWA,2015,505311.0,6714410.0,458457.0,3460798.0,2795155.0,6772654.0,3383909.0,1912222.0,262267.0,842674.0,243.0,286.0,224.0,268.0,255.25,3120960,170545.9,0.054645333487132165
398,2015_KANSAS,KANSAS,2015,496920.0,5991731.0,475273.0,3967809.0,1548649.0,6175724.0,3051755.0,1692953.0,250584.0,963767.0,241.0,284.0,221.0,267.0,253.25,2909011,147929.8,0.050852265598170646
399,2015_KENTUCKY,KENTUCKY,2015,688475.0,7548871.0,848963.0,4176753.0,2523155.0,7554887.0,3807748.0,2417226.0,468694.0,600859.0,242.0,278.0,228.0,268.0,254.0,4425976,182487.9,0.041231109251383194
400,2015_LOUISIANA,LOUISIANA,2015,661015.0,8448743.0,1235580.0,3480365.0,3732798.0,8437263.0,4100906.0,2774314.0,416066.0,780338.0,234.0,268.0,216.0,255.0,243.25,4664628,230434.0,0.0494002951575131
401,2015_MAINE,MAINE,2015,176176.0,2739589.0,183883.0,1060925.0,1494781.0,2596180.0,1406898.0,910381.0,109541.0,55686.0,242.0,285.0,224.0,268.0,254.75,1328262,53879.3,0.0405637592583391
402,2015_MARYLAND,MARYLAND,2015,874108.0,14491642.0,819162.0,6267624.0,7404856.0,13882823.0,7686024.0,4358416.0,386104.0,1050651.0,239.0,283.0,223.0,268.0,253.25,5985562,349146.8,0.058331498362225634
403,2015_MASSACHUSETTS,MASSACHUSETTS,2015,916130.0,16985185.0,778939.0,6808436.0,9397810.0,16972319.0,9774884.0,5043032.0,497880.0,1034539.0,251.0,297.0,235.0,274.0,264.25,6794228,471979.2,0.0694676716766055
404,2015_MICHIGAN,MICHIGAN,2015,1345009.0,19025996.0,1582706.0,10510346.0,6932944.0,17742903.0,9040821.0,5839572.0,831874.0,967476.0,236.0,278.0,216.0,264.0,248.5,9931715,442287.6,0.044532852583868944
405,2015_MINNESOTA,MINNESOTA,2015,807044.0,11684249.0,629909.0,7567199.0,3487141.0,11969872.0,6257807.0,2933999.0,893322.0,1328863.0,250.0,294.0,223.0,270.0,259.25,5482032,316863.3,0.0578003375390731
406,2015_MISSISSIPPI,MISSISSIPPI,2015,490189.0,4592343.0,672366.0,2324855.0,1595122.0,4624539.0,2350872.0,1525340.0,285117.0,407791.0,234.0,271.0,214.0,252.0,242.75,2988471,100013.6,0.03346647834293858
407,2015_MISSOURI,MISSOURI,2015,892779.0,10623391.0,948600.0,4441091.0,5233700.0,10540353.0,5387766.0,3266781.0,615166.0,869078.0,239.0,281.0,223.0,267.0,252.5,6071732,276316.7,0.04550871151757028
408,2015_MONTANA,MONTANA,2015,144447.0,1804339.0,214980.0,851068.0,738291.0,1804841.0,940488.0,581694.0,80426.0,160885.0,241.0,287.0,225.0,270.0,255.75,1030475,45042.5,0.0437104248040952
409,2015_NEBRASKA,NEBRASKA,2015,312281.0,4248695.0,344382.0,1350116.0,2554197.0,4283846.0,2446701.0,1102622.0,183067.0,449287.0,244.0,286.0,227.0,269.0,256.5,1891277,110752.9,0.058559851359689774
410,2015_NEVADA,NEVADA,2015,438948.0,4345419.0,395630.0,2744606.0,1205183.0,4183085.0,2170424.0,1459504.0,174388.0,205794.0,234.0,275.0,214.0,259.0,245.5,2866939,134892.2,0.04705094876451854
411,2015_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2015,183039.0,3093061.0,164905.0,1000063.0,1928093.0,3044720.0,1697165.0,938368.0,75581.0,125475.0,249.0,294.0,232.0,275.0,262.5,1336350,71419.1,0.05344340928648932
412,2015_NEW_JERSEY,NEW_JERSEY,2015,1339230.0,29335237.0,1154004.0,11423305.0,16757928.0,28809725.0,15339450.0,9414336.0,1271558.0,1290946.0,245.0,293.0,229.0,271.0,259.5,8867949,535284.5,0.06036170257632289
413,2015_NEW_MEXICO,NEW_MEXICO,2015,326297.0,3789651.0,499789.0,2595682.0,694180.0,3846641.0,1773801.0,1256303.0,154435.0,587243.0,231.0,271.0,207.0,253.0,240.5,2089291,91679.5,0.043880675310428274
414,2015_NEW_YORK,NEW_YORK,2015,2631532.0,63712218.0,2869847.0,25900858.0,34941513.0,65094591.0,41954260.0,15714795.0,1540851.0,4536014.0,237.0,280.0,223.0,263.0,250.75,19654666,1372232.4,0.0698171314638468
415,2015_NORTH_CAROLINA,NORTH_CAROLINA,2015,1465031.0,13146934.0,1589570.0,8172685.0,3384679.0,14060699.0,7960222.0,4082387.0,746694.0,698847.0,244.0,281.0,226.0,261.0,253.0,10031646,469535.6,0.04680543950613887
416,2015_NORTH_DAKOTA,NORTH_DAKOTA,2015,106061.0,1644533.0,158373.0,942772.0,543388.0,1804762.0,825445.0,483984.0,110836.0,303053.0,245.0,288.0,225.0,267.0,256.25,754066,55067.4,0.07302729469303748
417,2015_OHIO,OHIO,2015,1600222.0,24378660.0,1676820.0,10169760.0,12532080.0,22561728.0,11620080.0,7324444.0,922732.0,1750785.0,244.0,285.0,225.0,266.0,255.0,11617527,579943.2,0.04991967739778009
418,2015_OKLAHOMA,OKLAHOMA,2015,671715.0,6121188.0,688990.0,2993050.0,2439148.0,6184819.0,3000894.0,2041507.0,414086.0,663768.0,240.0,275.0,222.0,263.0,250.0,3909500,193237.7,0.049427727330860725
419,2015_OREGON,OREGON,2015,570376.0,7111710.0,577106.0,3678001.0,2856603.0,7011609.0,3650855.0,2272382.0,249968.0,477516.0,238.0,283.0,220.0,268.0,252.25,4015792,191864.2,0.04777742472717711
420,2015_PENNSYLVANIA,PENNSYLVANIA,2015,1589429.0,29967185.0,1857885.0,10532452.0,17576848.0,29690645.0,16058338.0,8196747.0,1050310.0,1663209.0,243.0,284.0,227.0,269.0,255.75,12784826,682527.0,0.05338570896467422
421,2015_RHODE_ISLAND,RHODE_ISLAND,2015,134574.0,2367068.0,184718.0,908963.0,1273387.0,2326473.0,1322055.0,792525.0,90209.0,50889.0,238.0,281.0,225.0,265.0,252.25,1056065,52957.8,0.05014634515867868
422,2015_SOUTH_CAROLINA,SOUTH_CAROLINA,2015,737401.0,8759944.0,836137.0,4094766.0,3829041.0,8783362.0,4123140.0,2893109.0,447019.0,928112.0,237.0,276.0,218.0,260.0,247.75,4891938,190294.1,0.03889953225081757
